age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
25,private,195201,highschoolgrad,9,married,service,husband,other,male,0,0,50,united-states,<=50K
51,private,128272,communitycollege,10,married,white-collar,husband,white,male,0,0,40,united-states,<=50K
37,private,263094,bachelors,13,married,white-collar,husband,white,male,7298,0,40,united-states,>50K
54,self-employed,357596,bachelors,13,married,white-collar,husband,white,male,7298,0,55,united-states,>50K
47,government,102628,communitycollege,10,married,service,husband,white,male,0,0,40,united-states,>50K
26,private,171114,bachelors,13,notmarried,white-collar,own-child,white,female,0,0,40,united-states,<=50K
46,private,216414,communitycollege,11,notmarried,blue-collar,unmarried,white,male,0,0,40,united-states,<=50K
24,private,127753,dropout,8,notmarried,blue-collar,other-relative,white,male,0,0,40,united-states,<=50K
19,private,282698,dropout,4,notmarried,white-collar,own-child,white,male,0,0,80,united-states,<=50K
35,private,139364,highschoolgrad,9,married,service,husband,white,male,0,1902,40,united-states,>50K
36,government,312785,bachelors,13,notmarried,prof-specialty,own-child,black,male,0,0,35,united-states,<=50K
18,private,92864,dropout,8,notmarried,service,own-child,white,female,0,0,20,united-states,<=50K
46,government,175428,masters,14,married,prof-specialty,husband,white,male,0,0,40,united-states,>50K
30,private,104223,highschoolgrad,9,notmarried,service,unmarried,black,female,0,0,32,united-states,<=50K
29,private,144784,highschoolgrad,9,notmarried,service,not-in-family,black,female,0,0,40,united-states,<=50K
65,private,178934,highschoolgrad,9,widowed,service,unmarried,black,female,0,0,20,jamaica,<=50K
41,private,211253,masters,14,married,white-collar,wife,white,female,0,0,40,united-states,>50K
34,private,133122,bachelors,13,married,white-collar,husband,white,male,0,0,40,united-states,<=50K
58,private,103540,dropout,4,married,blue-collar,husband,black,male,0,0,40,united-states,<=50K
39,government,172700,highschoolgrad,9,notmarried,service,unmarried,black,female,0,0,40,united-states,<=50K
21,private,282484,communitycollege,10,notmarried,service,own-child,white,female,0,0,40,united-states,<=50K
31,private,323055,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,50,united-states,>50K
33,government,291494,doctorate,16,married,prof-specialty,husband,white,male,0,0,50,united-states,>50K
28,private,214702,bachelors,13,married,white-collar,husband,white,male,0,0,60,united-states,<=50K
32,private,116055,highschoolgrad,9,notmarried,white-collar,unmarried,black,female,2977,0,35,united-states,<=50K
32,private,226696,bachelors,13,notmarried,white-collar,not-in-family,white,male,0,0,55,united-states,>50K
31,private,216827,highschoolgrad,9,separated,service,unmarried,black,female,0,0,40,united-states,<=50K
41,self-employed,153132,masters,15,married,white-collar,husband,white,male,15024,0,40,united-states,>50K
48,private,307440,bachelors,13,married,service,husband,asian-pac-islander,male,0,0,45,philippines,>50K
27,private,278122,highschoolgrad,9,notmarried,blue-collar,own-child,white,male,0,0,40,united-states,<=50K
45,private,122195,highschoolgrad,9,widowed,blue-collar,unmarried,black,female,0,0,40,united-states,<=50K
34,self-employed,156890,highschoolgrad,9,married,white-collar,husband,white,male,0,0,50,united-states,<=50K
17,private,36877,dropout,6,notmarried,service,own-child,white,female,0,0,10,united-states,<=50K
25,private,131178,highschoolgrad,9,notmarried,blue-collar,own-child,black,male,0,0,23,united-states,<=50K
34,self-employed,62396,bachelors,13,notmarried,prof-specialty,not-in-family,white,female,0,0,62,united-states,>50K
33,private,73054,highschoolgrad,9,separated,service,unmarried,white,female,0,0,40,united-states,<=50K
21,private,96844,communitycollege,10,notmarried,white-collar,not-in-family,white,female,0,0,20,united-states,<=50K
22,private,324922,highschoolgrad,9,notmarried,blue-collar,not-in-family,white,male,0,0,50,united-states,<=50K
61,private,130684,communitycollege,10,married,prof-specialty,husband,white,male,0,0,42,united-states,<=50K
40,private,178983,highschoolgrad,9,married,white-collar,wife,white,female,0,0,30,united-states,>50K
58,private,81038,communitycollege,10,married,service,husband,white,male,0,0,12,united-states,<=50K
30,private,151967,communitycollege,10,married,blue-collar,husband,white,male,0,0,58,united-states,<=50K
24,private,278107,highschoolgrad,9,notmarried,blue-collar,own-child,white,male,0,0,60,united-states,<=50K
52,self-employed,183146,dropout,8,married,white-collar,husband,white,male,0,0,50,united-states,>50K
50,private,183638,highschoolgrad,9,widowed,service,unmarried,white,female,0,0,40,united-states,<=50K
49,private,247892,communitycollege,10,married,blue-collar,husband,black,male,0,0,30,united-states,<=50K
22,private,221480,highschoolgrad,9,notmarried,white-collar,own-child,white,female,0,0,40,united-states,<=50K
32,private,118551,bachelors,13,married,white-collar,wife,white,female,0,0,35,,>50K
21,private,518530,communitycollege,10,notmarried,white-collar,own-child,white,female,0,0,40,united-states,<=50K
25,private,193787,communitycollege,10,notmarried,blue-collar,own-child,white,female,0,0,50,united-states,<=50K
34,self-employed,157466,highschoolgrad,9,married,white-collar,husband,white,male,0,0,45,united-states,<=50K
48,private,141511,dropout,6,married,white-collar,husband,white,male,0,0,45,united-states,>50K
61,,158712,highschoolgrad,9,separated,,not-in-family,white,female,0,0,99,united-states,<=50K
21,private,252253,communitycollege,10,notmarried,white-collar,unmarried,black,female,0,0,40,united-states,<=50K
20,private,200450,dropout,4,notmarried,blue-collar,own-child,white,female,0,0,52,united-states,<=50K
30,government,343789,communitycollege,10,married,white-collar,husband,white,male,0,0,40,united-states,>50K
44,private,277647,highschoolgrad,9,married,service,husband,white,male,0,1902,40,united-states,>50K
44,private,291566,highschoolgrad,9,notmarried,blue-collar,not-in-family,black,male,0,0,60,united-states,<=50K
29,private,151382,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,60,united-states,<=50K
31,private,221167,masters,15,separated,service,not-in-family,white,female,0,0,35,united-states,<=50K
35,private,196178,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
27,private,302422,highschoolgrad,9,notmarried,white-collar,not-in-family,white,male,0,0,40,united-states,<=50K
26,private,37379,bachelors,13,notmarried,white-collar,not-in-family,white,female,0,0,45,united-states,<=50K
37,self-employed,82540,dropout,5,married,blue-collar,husband,white,male,0,0,70,united-states,>50K
33,self-employed,182926,bachelors,13,notmarried,blue-collar,not-in-family,white,male,0,0,40,,<=50K
44,private,159911,dropout,4,married,service,wife,white,female,0,0,55,united-states,<=50K
34,private,212781,bachelors,13,married,white-collar,husband,white,male,0,0,40,united-states,>50K
28,government,207213,communitycollege,12,notmarried,blue-collar,own-child,white,male,0,0,5,united-states,<=50K
30,private,200192,communitycollege,10,married,service,wife,white,female,0,0,45,united-states,<=50K
41,government,180096,bachelors,13,married,prof-specialty,husband,white,male,0,0,35,united-states,<=50K
23,private,192812,bachelors,13,notmarried,service,own-child,white,female,0,0,40,united-states,<=50K
19,private,105908,highschoolgrad,9,notmarried,blue-collar,other-relative,white,male,0,0,70,united-states,<=50K
48,private,373366,dropout,2,married,blue-collar,husband,white,male,3781,0,50,mexico,<=50K
26,government,234190,communitycollege,10,notmarried,service,not-in-family,white,male,0,0,20,united-states,<=50K
32,private,260868,bachelors,13,married,service,husband,black,male,0,0,40,united-states,>50K
26,private,109097,highschoolgrad,9,separated,white-collar,unmarried,white,female,0,0,48,united-states,<=50K
36,private,171393,masters,14,married,prof-specialty,husband,white,male,7298,0,55,united-states,>50K
49,private,209146,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
33,,289046,highschoolgrad,9,separated,,not-in-family,black,male,0,1741,40,united-states,<=50K
54,private,172281,masters,14,separated,service,not-in-family,white,male,0,0,40,united-states,>50K
36,private,73023,highschoolgrad,9,separated,blue-collar,not-in-family,white,male,0,0,55,united-states,<=50K
41,private,122626,highschoolgrad,9,separated,blue-collar,unmarried,white,male,0,0,48,united-states,<=50K
27,private,113635,bachelors,13,notmarried,service,not-in-family,white,male,0,0,35,united-states,<=50K
68,,257269,bachelors,13,married,,husband,white,male,0,2377,35,united-states,>50K
21,,191806,communitycollege,10,notmarried,,own-child,white,male,0,0,75,united-states,<=50K
56,,35723,highschoolgrad,9,separated,,own-child,white,male,0,0,40,united-states,<=50K
40,self-employed,30759,communitycollege,11,married,blue-collar,husband,white,male,0,0,60,united-states,<=50K
46,private,105327,highschoolgrad,9,separated,blue-collar,not-in-family,white,male,0,0,40,united-states,<=50K
55,,376058,dropout,5,notmarried,,own-child,white,female,0,0,45,united-states,<=50K
43,private,219307,dropout,5,separated,blue-collar,not-in-family,black,male,0,0,40,united-states,<=50K
46,private,208067,highschoolgrad,9,separated,blue-collar,other-relative,white,male,0,0,40,united-states,<=50K
51,self-employed,78631,communitycollege,10,married,white-collar,husband,amer-indian-eskimo,male,0,0,60,united-states,<=50K
19,private,210308,communitycollege,10,notmarried,white-collar,own-child,white,female,0,0,15,united-states,<=50K
67,government,190661,doctorate,16,notmarried,prof-specialty,not-in-family,white,female,7896,0,50,united-states,>50K
31,private,594187,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
27,private,228476,bachelors,13,married,service,husband,white,male,0,0,50,united-states,>50K
21,private,126613,communitycollege,10,notmarried,service,own-child,white,female,0,0,40,united-states,<=50K
36,private,30267,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,50,united-states,<=50K
23,private,216811,highschoolgrad,9,notmarried,blue-collar,own-child,white,female,0,0,16,united-states,<=50K
62,government,115763,masters,14,married,prof-specialty,wife,white,female,0,0,40,united-states,>50K
31,government,199368,bachelors,13,married,service,husband,black,male,0,0,50,united-states,>50K
52,private,159755,bachelors,13,married,white-collar,husband,white,male,0,1887,40,united-states,>50K
39,self-employed,188335,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
24,private,417668,bachelors,13,notmarried,prof-specialty,own-child,white,male,0,0,30,united-states,<=50K
55,,141807,highschoolgrad,9,notmarried,,not-in-family,white,male,13550,0,40,united-states,>50K
38,private,296317,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,mexico,<=50K
36,private,164898,highschoolgrad,9,married,white-collar,husband,white,male,0,0,40,united-states,<=50K
17,private,452406,dropout,7,notmarried,service,own-child,black,female,0,0,15,united-states,<=50K
27,private,42696,highschoolgrad,9,notmarried,service,unmarried,white,female,0,0,40,united-states,<=50K
30,private,262994,communitycollege,10,separated,blue-collar,not-in-family,black,male,0,0,40,united-states,<=50K
43,government,167298,highschoolgrad,9,separated,white-collar,unmarried,white,female,0,0,40,united-states,<=50K
51,private,103529,dropout,7,separated,service,unmarried,black,female,0,0,30,united-states,<=50K
47,private,97883,bachelors,13,widowed,blue-collar,unmarried,white,female,25236,0,35,united-states,>50K
49,government,269417,doctorate,16,notmarried,white-collar,not-in-family,white,female,0,2258,50,united-states,>50K
34,private,199539,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,48,united-states,>50K
19,,39460,highschoolgrad,9,notmarried,,own-child,white,male,0,0,60,united-states,<=50K
79,government,62176,doctorate,16,widowed,white-collar,not-in-family,white,male,0,0,6,united-states,>50K
28,government,239130,communitycollege,10,separated,service,unmarried,white,male,0,0,40,united-states,<=50K
41,self-employed,151089,communitycollege,10,married,white-collar,husband,white,male,0,0,50,united-states,<=50K
21,private,331611,communitycollege,10,married,service,husband,white,male,0,0,50,united-states,<=50K
31,self-employed,203463,bachelors,13,notmarried,service,not-in-family,white,female,0,0,40,united-states,<=50K
45,private,151518,highschoolgrad,9,married,white-collar,husband,white,male,0,0,45,united-states,<=50K
23,self-employed,39844,highschoolgrad,9,notmarried,blue-collar,not-in-family,white,male,0,0,50,united-states,<=50K
32,private,299635,communitycollege,10,married,white-collar,husband,white,male,0,0,50,germany,<=50K
67,private,123393,dropout,7,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
32,private,209538,masters,14,married,white-collar,husband,white,male,0,0,55,united-states,>50K
35,self-employed,238802,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,50,united-states,<=50K
29,private,499197,communitycollege,10,married,prof-specialty,husband,white,male,0,0,40,united-states,<=50K
38,private,200220,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
38,private,114059,communitycollege,10,married,service,husband,white,male,0,0,60,united-states,<=50K
18,private,434430,highschoolgrad,9,notmarried,prof-specialty,not-in-family,white,male,0,0,30,united-states,<=50K
47,private,185385,highschoolgrad,9,married,prof-specialty,husband,white,male,5013,0,24,united-states,<=50K
22,private,225156,highschoolgrad,9,notmarried,white-collar,not-in-family,white,female,0,0,40,united-states,<=50K
21,private,377931,communitycollege,10,married,white-collar,husband,white,male,0,2377,48,united-states,<=50K
27,,133359,bachelors,13,notmarried,,not-in-family,white,male,0,0,50,,<=50K
28,private,226891,communitycollege,10,notmarried,white-collar,unmarried,asian-pac-islander,female,0,0,30,,<=50K
32,private,201988,masters,15,married,service,husband,white,male,4508,0,40,,<=50K
40,private,287008,masters,15,married,prof-specialty,husband,white,male,15024,0,55,germany,>50K
23,private,151910,bachelors,13,notmarried,blue-collar,own-child,white,female,0,1719,40,united-states,<=50K
25,private,231714,communitycollege,10,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
44,self-employed,178510,communitycollege,10,notmarried,service,not-in-family,white,male,0,2258,60,united-states,<=50K
43,private,178866,highschoolgrad,9,married,white-collar,wife,white,female,0,0,25,united-states,>50K
31,private,110643,bachelors,13,married,white-collar,husband,white,male,0,1977,55,united-states,>50K
33,private,148261,communitycollege,10,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
41,private,217902,highschoolgrad,9,married,white-collar,husband,white,male,0,0,40,united-states,>50K
29,self-employed,77207,masters,14,married,blue-collar,husband,white,male,0,0,30,united-states,<=50K
32,,377017,communitycollege,12,notmarried,,own-child,white,male,0,0,40,united-states,<=50K
78,private,184759,dropout,4,married,blue-collar,husband,white,male,1797,0,15,united-states,<=50K
64,self-employed,80333,highschoolgrad,9,married,white-collar,husband,white,male,0,0,40,united-states,>50K
58,private,265086,bachelors,13,married,white-collar,husband,white,male,0,0,50,united-states,>50K
55,,102058,dropout,8,widowed,,not-in-family,white,male,0,0,30,united-states,<=50K
20,private,333843,highschoolgrad,9,notmarried,white-collar,own-child,white,female,0,0,40,united-states,<=50K
35,private,296478,communitycollege,10,married,service,husband,white,male,0,0,40,united-states,<=50K
27,government,116662,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
37,self-employed,353298,highschoolgrad,9,married,service,husband,white,male,99999,0,50,united-states,>50K
42,private,142424,communitycollege,11,notmarried,white-collar,not-in-family,white,female,0,0,40,united-states,<=50K
47,government,200808,dropout,8,married,white-collar,husband,white,male,0,0,35,puerto-rico,<=50K
29,private,119052,highschoolgrad,9,notmarried,blue-collar,not-in-family,black,female,0,0,40,united-states,<=50K
33,private,168981,dropout,2,notmarried,service,own-child,white,female,0,0,24,united-states,<=50K
44,private,151780,communitycollege,10,widowed,white-collar,not-in-family,black,female,0,0,40,united-states,<=50K
70,private,237065,dropout,3,widowed,service,other-relative,white,female,2346,0,40,,<=50K
25,private,509866,highschoolgrad,9,notmarried,blue-collar,not-in-family,white,male,0,0,78,united-states,<=50K
24,government,249385,bachelors,13,notmarried,white-collar,other-relative,white,female,0,0,10,united-states,<=50K
42,government,109462,bachelors,13,separated,white-collar,unmarried,black,female,2977,0,40,united-states,<=50K
53,private,250034,bachelors,13,married,white-collar,husband,black,male,0,0,50,united-states,>50K
39,private,249720,bachelors,13,separated,white-collar,unmarried,black,female,0,0,60,united-states,<=50K
72,self-employed,258761,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
43,self-employed,64048,dropout,5,notmarried,service,own-child,white,female,0,0,44,portugal,<=50K
25,government,153534,communitycollege,10,married,service,husband,white,male,0,0,40,united-states,<=50K
37,private,193815,communitycollege,12,married,prof-specialty,husband,white,male,0,0,45,united-states,>50K
27,private,255582,highschoolgrad,9,notmarried,blue-collar,not-in-family,white,female,0,0,40,united-states,<=50K
39,private,204527,doctorate,16,married,prof-specialty,husband,white,male,0,0,50,united-states,>50K
64,self-employed,159938,highschoolgrad,9,married,blue-collar,husband,white,male,2635,0,24,italy,<=50K
29,self-employed,229341,highschoolgrad,9,notmarried,blue-collar,not-in-family,white,male,0,0,50,united-states,>50K
50,private,128143,bachelors,13,married,white-collar,husband,white,male,0,0,50,united-states,>50K
33,private,175479,dropout,3,notmarried,service,unmarried,white,female,0,0,40,mexico,<=50K
18,private,301814,highschoolgrad,9,notmarried,service,not-in-family,white,female,0,0,20,united-states,<=50K
20,private,238917,dropout,7,notmarried,blue-collar,not-in-family,white,male,0,0,32,mexico,<=50K
32,private,205581,communitycollege,10,separated,service,unmarried,white,female,0,0,50,united-states,<=50K
45,private,340341,communitycollege,10,separated,white-collar,unmarried,white,female,0,0,40,united-states,<=50K
48,private,147860,highschoolgrad,9,married,blue-collar,wife,black,female,0,0,40,united-states,<=50K
20,,121023,communitycollege,10,notmarried,,own-child,white,female,0,0,40,united-states,<=50K
23,private,259496,highschoolgrad,9,notmarried,blue-collar,own-child,white,female,0,0,40,united-states,<=50K
34,government,190228,bachelors,13,married,service,husband,white,male,0,1902,48,united-states,>50K
43,private,180599,bachelors,13,separated,white-collar,unmarried,white,male,8614,0,40,united-states,>50K
44,private,116358,bachelors,13,married,service,husband,asian-pac-islander,male,0,0,40,united-states,>50K
47,self-employed,180446,communitycollege,10,married,service,husband,black,male,0,0,40,united-states,>50K
47,private,264244,highschoolgrad,9,notmarried,blue-collar,not-in-family,black,female,0,0,40,united-states,<=50K
46,government,197988,dropout,2,notmarried,service,not-in-family,amer-indian-eskimo,female,0,0,20,united-states,<=50K
19,private,206599,highschoolgrad,9,notmarried,service,own-child,white,female,0,0,40,united-states,<=50K
51,private,313146,highschoolgrad,9,married,white-collar,husband,white,male,0,0,40,united-states,<=50K
41,self-employed,99212,highschoolgrad,9,separated,white-collar,unmarried,white,male,0,0,40,united-states,<=50K
37,private,340599,dropout,7,separated,service,unmarried,black,female,0,0,40,united-states,<=50K
31,private,62932,highschoolgrad,9,notmarried,blue-collar,own-child,white,male,0,0,40,united-states,<=50K
25,private,44861,highschoolgrad,9,notmarried,service,not-in-family,white,male,0,0,40,united-states,<=50K
46,private,53893,communitycollege,10,married,service,husband,white,male,0,0,40,united-states,>50K
53,self-employed,152810,highschoolgrad,9,married,blue-collar,husband,white,male,5178,0,45,united-states,>50K
47,government,128401,doctorate,16,notmarried,prof-specialty,unmarried,white,female,0,0,40,united-states,<=50K
28,private,336951,highschoolgrad,9,married,white-collar,husband,white,male,0,0,50,united-states,>50K
60,self-employed,95445,communitycollege,10,married,blue-collar,husband,white,male,3137,0,46,united-states,<=50K
43,private,54611,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
45,self-employed,315984,highschoolgrad,9,married,blue-collar,husband,white,male,7688,0,50,united-states,>50K
28,private,210313,dropout,6,notmarried,blue-collar,other-relative,white,male,0,0,40,mexico,<=50K
19,private,181020,dropout,7,notmarried,blue-collar,other-relative,white,male,0,0,30,united-states,<=50K
51,self-employed,120781,masters,15,married,prof-specialty,husband,other,male,99999,0,70,india,>50K
19,private,256979,highschoolgrad,9,notmarried,blue-collar,other-relative,white,male,0,0,35,united-states,<=50K
64,private,47298,doctorate,16,married,prof-specialty,husband,white,male,0,0,60,united-states,>50K
44,private,125461,doctorate,16,married,white-collar,husband,white,male,0,0,60,united-states,>50K
21,private,209955,highschoolgrad,9,notmarried,blue-collar,not-in-family,white,male,0,0,48,united-states,<=50K
33,private,182246,highschoolgrad,9,notmarried,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50K
63,private,76860,bachelors,13,married,service,husband,asian-pac-islander,male,0,0,40,philippines,>50K
44,,91949,highschoolgrad,9,notmarried,,unmarried,black,female,0,0,40,united-states,<=50K
44,government,136986,masters,14,married,prof-specialty,husband,white,male,15024,0,35,united-states,>50K
28,government,183445,highschoolgrad,9,notmarried,white-collar,unmarried,white,female,0,0,70,puerto-rico,<=50K
24,private,130741,bachelors,13,notmarried,service,own-child,white,male,0,0,40,united-states,<=50K
20,government,191878,communitycollege,10,notmarried,white-collar,own-child,black,female,0,0,20,united-states,<=50K
21,,233923,communitycollege,10,notmarried,,own-child,white,female,0,0,24,united-states,<=50K
20,private,48121,highschoolgrad,9,notmarried,blue-collar,own-child,white,male,0,0,40,united-states,<=50K
21,private,304302,highschoolgrad,9,notmarried,blue-collar,own-child,amer-indian-eskimo,male,0,0,40,united-states,<=50K
34,government,284703,communitycollege,10,married,blue-collar,husband,black,male,0,0,52,united-states,<=50K
17,private,401198,dropout,7,notmarried,service,own-child,white,female,0,0,15,united-states,<=50K
35,private,243357,dropout,7,separated,service,unmarried,black,female,0,0,40,united-states,<=50K
26,private,32276,highschoolgrad,9,notmarried,blue-collar,not-in-family,white,male,0,0,40,united-states,<=50K
35,private,110538,highschoolgrad,9,separated,blue-collar,not-in-family,white,male,0,0,70,united-states,<=50K
25,private,257310,highschoolgrad,9,notmarried,blue-collar,not-in-family,white,male,0,0,40,united-states,<=50K
27,self-employed,411950,communitycollege,10,married,service,husband,white,male,0,0,40,united-states,<=50K
52,government,392668,communitycollege,11,married,service,husband,white,male,0,0,40,united-states,>50K
43,self-employed,52498,bachelors,13,notmarried,prof-specialty,unmarried,white,female,0,0,50,united-states,<=50K
36,private,223433,masters,14,married,service,husband,white,male,7688,0,50,united-states,>50K
37,private,87076,highschoolgrad,9,notmarried,blue-collar,own-child,white,male,0,0,40,united-states,<=50K
58,private,224854,highschoolgrad,9,notmarried,white-collar,not-in-family,white,female,0,0,40,united-states,<=50K
25,private,193379,communitycollege,12,notmarried,blue-collar,not-in-family,white,male,0,0,45,united-states,<=50K
54,private,98436,masters,14,married,service,husband,white,male,0,0,40,united-states,<=50K
42,,116632,communitycollege,10,married,,husband,white,male,0,0,60,united-states,<=50K
65,self-employed,210381,bachelors,13,married,white-collar,husband,white,male,99999,0,65,united-states,>50K
44,private,90688,highschoolgrad,9,notmarried,blue-collar,not-in-family,asian-pac-islander,female,0,0,45,laos,<=50K
61,private,229744,dropout,3,married,blue-collar,husband,white,male,0,0,40,el-salvador,<=50K
29,private,59732,highschoolgrad,9,married,blue-collar,husband,amer-indian-eskimo,male,0,0,40,united-states,<=50K
34,private,192900,communitycollege,10,married,blue-collar,husband,white,male,0,0,40,united-states,>50K
24,government,90046,communitycollege,10,notmarried,service,not-in-family,white,female,0,0,40,canada,<=50K
40,private,272960,communitycollege,12,married,service,husband,white,male,0,0,42,united-states,>50K
42,self-employed,152071,masters,15,married,prof-specialty,husband,white,male,0,0,60,cuba,>50K
50,private,301583,highschoolgrad,9,notmarried,blue-collar,not-in-family,white,male,0,0,40,united-states,<=50K
18,,171964,highschoolgrad,9,notmarried,,own-child,white,female,0,1602,20,united-states,<=50K
49,private,315984,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
38,private,241962,highschoolgrad,9,separated,blue-collar,not-in-family,white,male,0,0,40,united-states,<=50K
41,private,131591,highschoolgrad,9,married,white-collar,husband,black,male,0,0,45,united-states,<=50K
70,self-employed,207938,communitycollege,10,notmarried,white-collar,not-in-family,white,male,0,0,5,united-states,<=50K
51,private,53197,communitycollege,10,married,blue-collar,husband,white,male,0,0,40,united-states,>50K
24,private,121023,bachelors,13,notmarried,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50K
57,self-employed,287229,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,48,united-states,>50K
22,private,163911,communitycollege,10,notmarried,white-collar,own-child,white,female,0,0,20,united-states,<=50K
31,private,191834,communitycollege,10,married,blue-collar,husband,white,male,0,0,40,united-states,>50K
28,private,204734,communitycollege,10,married,service,wife,white,female,0,0,40,united-states,<=50K
45,self-employed,220978,highschoolgrad,9,married,white-collar,husband,white,male,0,0,50,united-states,<=50K
39,private,365739,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,>50K
26,private,50103,communitycollege,10,notmarried,service,not-in-family,white,female,0,0,40,united-states,<=50K
38,private,283293,highschoolgrad,9,married,blue-collar,husband,black,male,0,0,40,united-states,<=50K
38,self-employed,194534,masters,14,married,prof-specialty,husband,black,male,99999,0,60,united-states,>50K
19,private,263338,highschoolgrad,9,notmarried,blue-collar,own-child,white,male,0,0,20,united-states,<=50K
36,,504871,highschoolgrad,9,married,,husband,white,male,0,0,40,united-states,>50K
30,private,348592,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,44,united-states,<=50K
28,private,173944,masters,14,married,prof-specialty,husband,white,male,0,0,40,united-states,>50K
53,private,226135,dropout,5,notmarried,blue-collar,not-in-family,black,male,0,0,40,jamaica,<=50K
32,private,172375,bachelors,13,notmarried,prof-specialty,not-in-family,white,male,0,0,38,united-states,<=50K
57,self-employed,127728,masters,15,married,prof-specialty,husband,white,male,15024,0,60,united-states,>50K
47,private,347025,masters,14,separated,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50K
36,private,191335,communitycollege,10,married,blue-collar,husband,white,male,0,0,56,united-states,<=50K
21,private,247779,dropout,7,notmarried,service,own-child,white,female,0,0,38,united-states,<=50K
25,government,262664,bachelors,13,married,service,husband,white,male,0,0,40,united-states,>50K
37,private,95855,highschoolgrad,9,separated,service,unmarried,white,female,0,0,40,united-states,<=50K
31,private,74501,highschoolgrad,9,separated,service,unmarried,white,female,0,0,30,united-states,<=50K
43,private,245317,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,50,united-states,<=50K
61,private,29059,highschoolgrad,9,separated,service,unmarried,white,female,0,2754,25,united-states,<=50K
56,private,200316,communitycollege,10,married,white-collar,husband,white,male,0,0,35,united-states,<=50K
35,private,198341,bachelors,13,married,white-collar,husband,asian-pac-islander,male,0,0,40,,<=50K
59,private,100453,dropout,4,separated,service,own-child,black,female,0,0,38,united-states,<=50K
44,self-employed,343190,communitycollege,10,married,blue-collar,husband,white,male,0,1887,55,united-states,>50K
47,private,235683,masters,14,separated,prof-specialty,unmarried,white,female,0,0,40,united-states,<=50K
44,private,83237,bachelors,13,married,prof-specialty,husband,white,male,0,0,55,united-states,>50K
64,private,88470,communitycollege,10,married,service,husband,white,male,0,0,40,united-states,<=50K
26,private,198801,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,45,united-states,<=50K
53,private,168107,bachelors,13,married,white-collar,husband,white,male,0,0,40,united-states,>50K
50,private,196193,bachelors,13,married,blue-collar,husband,white,male,0,0,40,,<=50K
30,,205418,highschoolgrad,9,married,,wife,white,female,0,0,20,united-states,<=50K
46,private,695411,highschoolgrad,9,separated,white-collar,not-in-family,white,female,0,0,44,united-states,<=50K
45,self-employed,139268,highschoolgrad,9,married,service,husband,white,male,0,0,50,united-states,>50K
44,government,192771,highschoolgrad,9,notmarried,white-collar,unmarried,white,female,0,0,40,united-states,<=50K
59,self-employed,122390,communitycollege,10,married,white-collar,husband,white,male,0,1977,48,united-states,>50K
65,self-employed,184965,doctorate,16,married,white-collar,husband,white,male,99999,0,40,united-states,>50K
23,private,180837,highschoolgrad,9,notmarried,blue-collar,own-child,black,female,0,0,40,united-states,<=50K
33,private,159548,communitycollege,10,separated,white-collar,unmarried,black,female,0,0,38,united-states,<=50K
34,private,110554,highschoolgrad,9,separated,service,own-child,white,female,0,0,35,united-states,<=50K
38,private,103474,communitycollege,11,separated,white-collar,unmarried,white,female,0,0,40,united-states,<=50K
62,private,178249,bachelors,13,married,white-collar,husband,white,male,0,0,35,united-states,>50K
21,private,138768,communitycollege,10,notmarried,service,other-relative,white,male,0,0,40,united-states,<=50K
41,private,321824,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,8,united-states,<=50K
35,private,244803,highschoolgrad,9,notmarried,blue-collar,other-relative,white,male,0,0,40,peru,<=50K
62,government,206063,communitycollege,10,separated,service,not-in-family,white,male,0,0,45,united-states,<=50K
53,private,167651,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,>50K
